name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_2097152rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_128_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_128_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_256_cache,256,256,2097152,2097152,613,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/005_matrix_2097152rows_16nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=256 XPERCOL=8192 NCOLS=256 ROWSPERPE=8192 NNZ_CAPACITY=613 MATRIX_NNZ=33554432 MIN_NNZ=407 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_256_cache,256,256,2097152,2097152,2252,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/006_matrix_2097152rows_64nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:01.05 FAIL smoke [ NROWS=256 XPERCOL=8192 NCOLS=256 ROWSPERPE=8192 NNZ_CAPACITY=2252 MATRIX_NNZ=134217728 MIN_NNZ=1843 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_64_cache,64,64,524288,524288,2218,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/007_matrix_524288rows_16nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.77 FAIL smoke [ NROWS=64 XPERCOL=8192 NCOLS=64 ROWSPERPE=8192 NNZ_CAPACITY=2218 MATRIX_NNZ=8388608 MIN_NNZ=1887 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_524288rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_64_cache,64,64,524288,524288,8509,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/009_matrix_524288rows_64nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.87 FAIL smoke [ NROWS=64 XPERCOL=8192 NCOLS=64 ROWSPERPE=8192 NNZ_CAPACITY=8509 MATRIX_NNZ=33554432 MIN_NNZ=7878 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_384_cache,384,384,2097152,2097152,305,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/010_matrix_2097152rows_16nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.41 FAIL smoke [ NROWS=384 XPERCOL=5462 NCOLS=384 ROWSPERPE=5462 NNZ_CAPACITY=305 MATRIX_NNZ=33554432 MIN_NNZ=166 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_384_cache,384,384,2097152,2097152,1056,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/011_matrix_2097152rows_64nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.80 FAIL smoke [ NROWS=384 XPERCOL=5462 NCOLS=384 ROWSPERPE=5462 NNZ_CAPACITY=1056 MATRIX_NNZ=134217728 MIN_NNZ=781 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_512_cache,512,512,2097152,2097152,189,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/012_matrix_2097152rows_16nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.69 FAIL smoke [ NROWS=512 XPERCOL=4096 NCOLS=512 ROWSPERPE=4096 NNZ_CAPACITY=189 MATRIX_NNZ=33554432 MIN_NNZ=80 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_512_cache,512,512,2097152,2097152,613,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/013_matrix_2097152rows_64nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:24.98 FAIL smoke [ NROWS=512 XPERCOL=4096 NCOLS=512 ROWSPERPE=4096 NNZ_CAPACITY=613 MATRIX_NNZ=134217728 MIN_NNZ=409 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_128_cache,128,128,524288,524288,601,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/014_matrix_524288rows_16nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.52 FAIL smoke [ NROWS=128 XPERCOL=4096 NCOLS=128 ROWSPERPE=4096 NNZ_CAPACITY=601 MATRIX_NNZ=8388608 MIN_NNZ=417 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_128_cache,128,128,524288,524288,8556,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/015_matrix_524288rows_256nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.85 FAIL smoke [ NROWS=128 XPERCOL=4096 NCOLS=128 ROWSPERPE=4096 NNZ_CAPACITY=8556 MATRIX_NNZ=134217728 MIN_NNZ=7851 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_128_cache,128,128,524288,524288,2250,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/016_matrix_524288rows_64nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=128 XPERCOL=4096 NCOLS=128 ROWSPERPE=4096 NNZ_CAPACITY=2250 MATRIX_NNZ=33554432 MIN_NNZ=1852 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_1024nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_1024nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_131072rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_16nnzperrow_64_cache,64,64,131072,131072,595,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/018_matrix_131072rows_16nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.72 FAIL smoke [ NROWS=64 XPERCOL=2048 NCOLS=64 ROWSPERPE=2048 NNZ_CAPACITY=595 MATRIX_NNZ=2097152 MIN_NNZ=426 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_256nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_256nnzperrow_64_cache,64,64,131072,131072,8522,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/019_matrix_131072rows_256nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:01.05 FAIL smoke [ NROWS=64 XPERCOL=2048 NCOLS=64 ROWSPERPE=2048 NNZ_CAPACITY=8522 MATRIX_NNZ=33554432 MIN_NNZ=7837 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_64nnzperrow_64_cache,64,64,131072,131072,2221,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/020_matrix_131072rows_64nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.53 FAIL smoke [ NROWS=64 XPERCOL=2048 NCOLS=64 ROWSPERPE=2048 NNZ_CAPACITY=2221 MATRIX_NNZ=8388608 MIN_NNZ=1877 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_256_cache,256,256,524288,524288,181,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/021_matrix_524288rows_16nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:05.75 FAIL smoke [ NROWS=256 XPERCOL=2048 NCOLS=256 ROWSPERPE=2048 NNZ_CAPACITY=181 MATRIX_NNZ=8388608 MIN_NNZ=83 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_256_cache,256,256,524288,524288,2266,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/022_matrix_524288rows_256nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:24.57 FAIL smoke [ NROWS=256 XPERCOL=2048 NCOLS=256 ROWSPERPE=2048 NNZ_CAPACITY=2266 MATRIX_NNZ=134217728 MIN_NNZ=1869 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_256_cache,256,256,524288,524288,608,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/023_matrix_524288rows_64nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:07.03 FAIL smoke [ NROWS=256 XPERCOL=2048 NCOLS=256 ROWSPERPE=2048 NNZ_CAPACITY=608 MATRIX_NNZ=33554432 MIN_NNZ=424 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_384_cache,384,384,524288,524288,93,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/024_matrix_524288rows_16nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:05.23 FAIL smoke [ NROWS=384 XPERCOL=1366 NCOLS=384 ROWSPERPE=1366 NNZ_CAPACITY=93 MATRIX_NNZ=8388608 MIN_NNZ=25 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_384_cache,384,384,524288,524288,1041,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/025_matrix_524288rows_256nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:24.56 FAIL smoke [ NROWS=384 XPERCOL=1366 NCOLS=384 ROWSPERPE=1366 NNZ_CAPACITY=1041 MATRIX_NNZ=134217728 MIN_NNZ=771 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_384_cache,384,384,524288,524288,302,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/026_matrix_524288rows_64nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:07.28 FAIL smoke [ NROWS=384 XPERCOL=1366 NCOLS=384 ROWSPERPE=1366 NNZ_CAPACITY=302 MATRIX_NNZ=33554432 MIN_NNZ=164 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_1024nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_1024nnzperrow_128_cache,128,128,131072,131072,8612,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/027_matrix_131072rows_1024nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.83 FAIL smoke [ NROWS=128 XPERCOL=1024 NCOLS=128 ROWSPERPE=1024 NNZ_CAPACITY=8612 MATRIX_NNZ=134217728 MIN_NNZ=7843 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_16nnzperrow_128_cache,128,128,131072,131072,182,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/028_matrix_131072rows_16nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.74 FAIL smoke [ NROWS=128 XPERCOL=1024 NCOLS=128 ROWSPERPE=1024 NNZ_CAPACITY=182 MATRIX_NNZ=2097152 MIN_NNZ=84 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_256nnzperrow_128_cache,128,128,131072,131072,2216,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/029_matrix_131072rows_256nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:06.50 FAIL smoke [ NROWS=128 XPERCOL=1024 NCOLS=128 ROWSPERPE=1024 NNZ_CAPACITY=2216 MATRIX_NNZ=33554432 MIN_NNZ=1837 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_64nnzperrow_128_cache,128,128,131072,131072,601,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/030_matrix_131072rows_64nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.97 FAIL smoke [ NROWS=128 XPERCOL=1024 NCOLS=128 ROWSPERPE=1024 NNZ_CAPACITY=601 MATRIX_NNZ=8388608 MIN_NNZ=425 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_512_cache,512,512,524288,524288,61,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/031_matrix_524288rows_16nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:04.77 FAIL smoke [ NROWS=512 XPERCOL=1024 NCOLS=512 ROWSPERPE=1024 NNZ_CAPACITY=61 MATRIX_NNZ=8388608 MIN_NNZ=9 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_512_cache,512,512,524288,524288,617,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/032_matrix_524288rows_256nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:23.74 FAIL smoke [ NROWS=512 XPERCOL=1024 NCOLS=512 ROWSPERPE=1024 NNZ_CAPACITY=617 MATRIX_NNZ=134217728 MIN_NNZ=414 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_512_cache,512,512,524288,524288,182,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/033_matrix_524288rows_64nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:09.07 FAIL smoke [ NROWS=512 XPERCOL=1024 NCOLS=512 ROWSPERPE=1024 NNZ_CAPACITY=182 MATRIX_NNZ=33554432 MIN_NNZ=79 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
