name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_8192rows_256nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_64_cache,64,64,8192,8192,594,15059.0,13856.0,14290.0,10138.0,True,ok,,,,,
matrix_8192rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_64_cache,64,64,8192,8192,172,5035.0,4175.0,4162.0,2266.0,True,ok,,,,,
matrix_32768rows_1024nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_1024nnzperrow_384_cache,384,384,32768,32768,304,12154.0,10655.0,7330.0,3922.0,True,ok,,,,,
matrix_32768rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_16nnzperrow_384_cache,384,384,32768,32768,14,6038.0,5122.0,370.0,33.0,True,ok,,,,,
matrix_32768rows_256nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_256nnzperrow_384_cache,384,384,32768,32768,94,7752.0,6391.0,2290.0,634.0,True,ok,,,,,
matrix_32768rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_64nnzperrow_384_cache,384,384,32768,32768,33,6326.0,5314.0,826.0,58.0,True,ok,,,,,
matrix_32768rows_1024nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_1024nnzperrow_512_cache,512,512,32768,32768,183,11656.0,10833.0,4426.0,2026.0,True,ok,,,,,
matrix_32768rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_16nnzperrow_512_cache,512,512,32768,32768,11,7906.0,7721.0,298.0,33.0,True,ok,,,,,
matrix_32768rows_256nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_256nnzperrow_512_cache,512,512,32768,32768,65,8982.0,8421.0,1594.0,274.0,True,ok,,,,,
matrix_32768rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_64nnzperrow_512_cache,512,512,32768,32768,22,8244.0,7859.0,562.0,33.0,True,ok,,,,,
matrix_8192rows_1024nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_128_cache,128,128,8192,8192,598,15846.0,14814.0,14386.0,10402.0,True,ok,,,,,
matrix_8192rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_128_cache,128,128,8192,8192,21,2513.0,2234.0,538.0,33.0,True,ok,,,,,
matrix_8192rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_128_cache,128,128,8192,8192,173,5882.0,5280.0,4186.0,2122.0,True,ok,,,,,
matrix_8192rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_128_cache,128,128,8192,8192,54,3300.0,2848.0,1330.0,346.0,True,ok,,,,,
